"id","name","aug_type","name_pool","archetype","level","lore","focuseffect","worneffect","total_points","stat_count","ac","hp","mana","astr","asta","adex","aagi","awis","aint","acha","mr","fr","cr","dr","pr","heroic_str","heroic_sta","heroic_dex","heroic_agi","heroic_wis","heroic_int","heroic_cha"
"160680","Kiran Sagehollow","restless","soft","healer","40","Restless Soul","2340","0","309","11","0","0","50","10","8","0","8","4","8","5","4","0","5","10","10","0","0","0","0","0","0","0"
"160682","Aldakoth Dreadcrest","restless","hard","melee_defense","40","Restless Soul","0","0","329","11","10","46","0","10","8","7","8","7","0","0","5","8","0","8","10","0","0","0","0","0","0","0"
"160728","Nalieniyn Everdrift","found","soft","mixed","40","Found Soul","0","0","286","13","0","41","39","2","5","6","3","6","6","4","9","5","8","4","0","0","0","0","0","0","0","0"
"160735","Zaelaraora Ashweave","found","soft","mixed","40","Found Soul","0","0","296","14","6","32","0","6","4","5","4","7","6","7","7","4","5","7","7","0","0","0","0","0","0","0"
"160742","Faranek Bloodwall","found","hard","melee_defense","40","Found Soul","0","0","258","12","6","32","0","5","5","6","4","4","4","0","8","0","8","7","9","0","0","0","0","0","0","0"
"160743","Gorv","found","hard","melee_defense","40","Found Soul","0","0","263","11","0","46","0","8","4","3","5","8","6","0","5","0","7","7","8","0","0","0","0","0","0","0"
"160012","Lirath Loreshade","lost","soft","caster","50","Lost Soul","0","0","406","9","11","82","90","8","0","0","0","11","7","0","0","0","10","9","0","5","0","0","0","0","0","0"
"160016","Zaelorn Brightsinger","lost","soft","caster","50","Lost Soul","0","0","501","12","0","0","45","0","12","0","8","14","9","10","9","11","13","11","0","0","0","0","7","0","0","7"
"160026","Breliara Clearbloom","lost","soft","healer","50","Lost Soul","0","0","346","8","0","54","75","0","10","0","0","12","0","10","0","10","0","0","9","0","0","0","0","0","0","4"
"160030","Lyria Windbrook","lost","soft","caster","50","Lost Soul","2347","0","292","6","9","59","53","0","0","0","0","13","0","14","0","0","0","15","0","0","0","0","0","0","0","0"
"160037","Vrek Craghide","lost","hard","melee_defense","50","Lost Soul","0","0","296","7","11","0","0","11","15","12","0","0","12","0","0","9","12","0","0","0","0","0","0","0","0","0"
"160047","Rhian Dawnmere","lost","soft","healer","50","Lost Soul","0","0","342","8","0","0","65","0","7","0","16","9","0","14","0","12","11","8","0","0","0","0","0","0","0","0"
"160051","Durk Bloodmark","lost","hard","melee_defense","50","Lost Soul","0","0","348","8","0","39","0","14","14","9","0","0","15","0","8","0","0","15","0","0","4","0","0","0","0","0"
"160053","Leoric Stonehold","lost","hard","melee_offense","50","Lost Soul","0","0","532","13","0","44","0","8","11","12","13","10","10","0","0","7","15","14","12","7","0","0","0","4","0","0"
"160057","Tharash Duskward","lost","hard","melee_offense","50","Lost Soul","0","0","395","9","8","76","0","9","0","12","0","12","13","0","10","15","0","12","0","0","0","0","0","0","0","0"
"160060","Aela","lost","soft","healer","50","Lost Soul","2338","0","311","6","0","74","80","0","14","0","0","8","0","0","0","0","11","12","0","0","0","0","0","0","0","0"
"160061","Korvorm Grimwall","lost","hard","melee_defense","50","Lost Soul","0","3896","465","12","0","56","0","9","11","14","10","0","11","0","0","12","12","10","13","0","4","2","0","0","0","0"
"160062","Lainlis Swifthollow","lost","soft","healer","50","Lost Soul","0","0","409","9","0","62","77","0","14","0","0","12","8","12","0","10","0","8","0","0","4","0","0","0","0","0"
"160069","Rael Sagesong","lost","soft","healer","50","Lost Soul","2344","0","332","7","0","76","60","0","7","0","9","0","0","15","0","0","0","12","12","0","0","0","0","0","0","0"
"160071","Naelani Duskmere","lost","soft","healer","50","Lost Soul","0","0","618","14","0","45","56","10","0","0","10","15","9","11","12","15","0","11","13","7","0","0","0","5","6","0"
"160074","Gaeluna Veilbrook","lost","soft","healer","50","Lost Soul","0","0","392","9","0","0","59","12","13","0","0","9","0","10","7","0","14","0","10","0","8","0","0","0","0","0"
"160078","Brelora Ashbloom the Compassionate","lost","soft","healer","50","Lost Soul","0","0","335","7","13","55","70","0","13","0","0","0","0","11","13","12","0","0","0","0","0","0","0","0","0","0"
"160100","Kaelwen Runeflame","lost","soft","mixed","50","Lost Soul","0","0","323","7","11","76","0","13","13","0","0","14","0","0","0","0","0","6","12","0","0","0","0","0","0","0"
"160105","Gorv Coldridge","lost","hard","melee_offense","50","Lost Soul","0","0","386","9","0","63","54","12","10","14","8","0","0","0","12","9","0","0","10","0","0","0","0","0","0","0"
"160110","Lyriion Clearwhisper","lost","soft","mixed","50","Lost Soul","0","0","498","11","10","41","41","14","12","0","0","12","14","0","12","12","14","0","0","0","0","0","0","0","8","0"
"160114","Gaelel Loreborn","lost","soft","healer","50","Lost Soul","0","0","426","9","10","0","93","0","0","0","6","13","10","13","0","0","15","14","0","0","0","0","0","0","6","0"
"160119","Pelian Dirkmantle","lost","hard","melee_defense","50","Lost Soul","0","3892","416","9","12","86","0","14","8","12","13","0","0","0","8","0","0","0","6","0","0","0","8","0","0","0"
"160126","Thren Duskfall","lost","hard","melee_offense","50","Lost Soul","0","3892","420","11","15","81","62","8","5","0","5","11","0","0","8","0","6","14","0","0","0","0","4","0","0","0"
"160129","Zornem Duskridge","lost","hard","melee_offense","50","Lost Soul","0","0","371","8","9","79","0","9","15","9","0","0","0","0","0","9","14","0","0","8","0","0","0","0","0","0"
"160140","Brenarnan Fellwall","lost","hard","melee_offense","50","Lost Soul","0","0","502","11","0","71","0","8","11","10","13","16","0","0","14","11","14","14","0","5","0","0","0","0","0","0"
"160151","Mirenia Sageglass","lost","soft","healer","50","Lost Soul","0","0","392","9","0","57","73","0","0","0","10","13","11","9","12","0","10","0","8","0","0","0","0","0","0","0"
"160153","Hrathent Darkhold","lost","hard","melee_offense","50","Lost Soul","0","0","425","11","9","49","53","12","0","13","7","0","15","0","0","13","8","7","0","0","0","3","0","0","0","0"
"160171","Theli Mistmantle","lost","soft","healer","50","Lost Soul","0","0","293","7","0","0","46","10","12","0","0","13","0","11","0","0","9","12","0","0","0","0","0","0","0","0"
"160178","Treldorm Dreadhold","lost","hard","melee_offense","50","Lost Soul","0","0","483","12","7","0","0","9","11","13","13","0","11","0","0","13","14","0","11","0","6","3","6","0","0","0"
"160186","Warvenkold Ironwall","lost","hard","melee_offense","50","Lost Soul","0","0","419","8","0","85","0","8","0","14","13","0","14","0","7","0","0","0","15","0","0","9","0","0","0","0"
"160188","Dravus Blackcloak","lost","hard","mixed","50","Lost Soul","0","0","529","12","0","57","61","14","9","10","0","0","13","14","14","0","8","11","0","6","0","0","0","0","0","3"
"160189","Brondull Coldedge","lost","hard","melee_offense","50","Lost Soul","0","3892","417","10","11","73","0","10","11","12","8","0","0","0","14","0","12","15","0","3","0","0","0","0","0","0"
"160190","Borin Stormpeak","lost","hard","melee_offense","50","Lost Soul","0","0","375","8","9","60","0","14","12","12","0","0","0","0","0","12","12","0","0","0","8","0","0","0","0","0"
"160194","Warvornane Helmridge","lost","hard","melee_defense","50","Lost Soul","0","0","359","9","11","68","0","0","8","11","15","5","0","0","0","13","13","0","8","0","0","0","0","0","0","0"
"160203","Miren Emberward","lost","soft","mixed","50","Lost Soul","0","0","535","12","0","62","68","8","6","0","15","0","12","0","12","0","7","0","0","8","4","0","7","0","4","0"
"160206","Grenineld Darkfall","lost","hard","melee_offense","50","Lost Soul","0","3896","392","9","0","80","0","11","0","13","0","11","11","0","13","10","9","0","0","4","0","0","0","0","0","0"
"160208","Isilith Dawnwhisper","lost","soft","healer","50","Lost Soul","0","0","386","8","0","75","88","0","9","0","0","10","0","7","15","0","0","14","0","0","0","0","0","0","0","4"
"160209","Treld Ashedge","lost","hard","melee_defense","50","Lost Soul","0","0","401","8","13","87","0","12","11","0","0","0","11","0","0","12","13","0","0","8","0","0","0","0","0","0"
"160213","Celia Valebrook","lost","soft","mixed","50","Lost Soul","0","0","375","9","11","60","42","0","10","6","0","16","0","10","0","11","0","0","13","0","0","0","0","0","0","0"
"160219","Korvent Bonekeep","lost","hard","melee_defense","50","Lost Soul","0","3889","458","11","14","68","0","14","7","15","10","0","0","0","13","7","0","8","0","0","5","0","5","0","0","0"
"160224","Faranek Helmridge","lost","hard","mixed","50","Lost Soul","0","0","594","13","13","74","0","14","14","0","0","6","14","8","11","15","15","0","10","0","7","0","0","6","0","0"
"160231","Brak Duskmantle","lost","hard","melee_offense","50","Lost Soul","0","0","559","12","8","93","0","7","15","14","7","16","0","0","0","14","12","12","12","0","0","0","7","0","0","0"
"160236","Isara","lost","soft","caster","50","Lost Soul","2347","0","337","7","0","48","67","0","0","0","0","0","13","12","0","0","12","10","0","0","0","0","0","0","0","7"
"160238","Kiran Blackmantle","lost","hard","melee_defense","50","Lost Soul","0","0","311","8","5","63","0","11","10","9","0","0","0","0","0","0","9","0","10","7","0","0","0","0","0","0"
"160246","Celimir Sagedrift the Faithful","lost","soft","healer","50","Lost Soul","0","0","397","8","13","94","67","6","0","0","0","12","11","0","0","14","13","0","0","0","0","0","0","0","0","0"
"160253","Kador Cragkeep the Stalwart","lost","hard","melee_defense","50","Lost Soul","0","0","380","9","12","71","0","0","12","9","15","15","0","0","8","7","0","0","8","0","0","0","0","0","0","0"
"160258","Harvost Frostward","lost","hard","melee_offense","50","Lost Soul","0","3886","428","10","12","62","0","10","11","7","0","0","10","0","14","0","0","13","11","0","0","8","0","0","0","0"
"160260","Velenren Emberkeeper","lost","soft","healer","50","Lost Soul","2338","0","517","12","0","49","62","0","9","0","9","11","11","10","11","0","16","0","7","0","0","0","0","0","6","7"
"160264","Hrath Scarbreaker","lost","hard","melee_defense","50","Lost Soul","0","0","355","8","12","38","75","13","10","0","0","0","0","0","0","0","10","0","12","0","6","0","0","0","0","0"
"160265","Helkund Galekeep","lost","hard","melee_offense","50","Lost Soul","0","0","290","7","13","63","0","6","14","0","0","9","0","0","0","14","0","10","0","0","0","0","0","0","0","0"
"160267","Cassin Flintfall","lost","hard","melee_defense","50","Lost Soul","0","0","460","10","11","70","0","15","0","12","15","15","0","0","0","0","12","11","12","0","0","0","0","3","0","0"
"160270","Faolan Dirkmark","lost","hard","melee_defense","50","Lost Soul","0","3889","385","10","10","67","0","12","0","8","12","0","11","0","11","10","0","0","7","0","0","0","0","0","4","0"
"160276","Aldren Dreadwall","lost","hard","melee_offense","50","Lost Soul","0","0","364","9","6","73","0","11","12","12","0","0","7","0","0","0","10","16","9","0","0","0","0","0","0","0"
"160278","Mirenwyn Brightmere","lost","soft","caster","50","Lost Soul","0","0","415","8","10","80","77","11","0","0","0","14","11","0","0","0","0","14","14","0","0","0","0","0","0","0"
"160294","Celiora Swiftseeker","lost","soft","healer","50","Lost Soul","0","0","372","8","0","68","70","12","10","0","0","13","0","10","0","0","10","0","8","0","0","0","0","0","0","0"
"160299","Celiessaia Emberward","lost","soft","healer","50","Lost Soul","2341","0","341","9","10","0","62","0","8","0","7","12","0","12","0","0","12","9","10","0","0","0","0","0","0","0"
"160302","Zorn Ironforge","lost","hard","melee_defense","50","Lost Soul","0","0","558","12","0","71","0","12","9","0","13","15","14","0","0","14","5","6","0","8","0","0","4","0","8","0"
"160308","Laelire Calmborne the Kind","lost","soft","healer","50","Lost Soul","0","0","422","10","13","0","58","0","13","0","0","11","9","8","0","13","0","14","0","0","7","0","0","3","0","0"
"160310","Vraxorm Flintfist","lost","hard","melee_defense","50","Lost Soul","0","0","352","8","14","72","0","7","7","0","10","0","0","0","14","12","0","0","0","8","0","0","0","0","0","0"
"160316","Declan Grimvein","lost","hard","melee_offense","50","Lost Soul","0","0","350","10","0","32","0","8","12","0","7","13","10","0","0","12","0","8","14","0","0","0","0","0","2","0"
"160320","Vaeliraith Cleartouch","lost","soft","caster","50","Lost Soul","0","0","525","12","0","55","76","0","7","0","14","10","14","10","12","0","9","13","8","0","0","0","0","0","0","6"
"160345","Kijalen Clearwhisper","lost","soft","caster","50","Lost Soul","2347","0","401","9","0","80","63","7","12","0","0","0","8","9","0","0","11","11","0","0","0","0","0","0","6","0"
"160346","Waeleth Moonsinger","lost","soft","caster","50","Lost Soul","2350","0","257","6","13","0","42","0","0","0","0","13","13","0","0","14","0","10","0","0","0","0","0","0","0","0"
"160347","Gaelel Calmhollow","lost","soft","caster","50","Lost Soul","0","0","379","8","0","66","54","0","12","0","0","0","14","8","0","13","0","12","0","0","0","0","0","0","0","6"
"160348","Xeldim Darkshroud","lost","hard","melee_defense","50","Lost Soul","0","0","403","10","13","50","0","10","10","13","11","9","0","0","9","0","0","13","12","0","0","0","0","0","0","0"
"160349","Sumiinath Lorehollow","lost","soft","caster","50","Lost Soul","0","0","561","12","0","73","82","0","14","0","15","13","9","11","9","13","0","0","12","0","2","0","0","0","0","5"
"160359","Narvilkoth Axeedge","lost","hard","melee_offense","50","Lost Soul","0","0","321","7","13","87","0","0","11","0","13","9","0","0","0","0","0","12","9","0","0","0","0","0","0","0"
"160370","Faera Paleseeker","lost","soft","caster","50","Lost Soul","0","0","453","10","0","0","66","0","13","0","13","6","16","0","0","0","10","11","12","0","5","0","7","0","0","0"
"160376","Soren Calmshade","lost","soft","caster","50","Lost Soul","2335","0","382","9","0","0","73","11","11","0","14","0","11","0","11","0","10","0","14","2","0","0","0","0","0","0"
"160377","Cassin Galespite the Resolute","lost","hard","melee_defense","50","Lost Soul","0","0","482","12","0","72","0","11","11","13","9","10","10","0","10","5","13","0","10","0","0","5","0","0","0","0"
"160380","Lyra Stillhaven","lost","soft","caster","50","Lost Soul","0","0","500","12","0","77","55","10","8","0","9","0","10","12","0","12","7","12","13","5","0","0","0","0","0","0"
"160388","Galdenkash Cragmark","lost","hard","melee_defense","50","Lost Soul","0","3892","231","6","0","46","0","0","10","0","9","10","0","0","0","0","9","14","0","0","0","0","0","0","0","0"
"160391","Gaellis Ashweave","lost","soft","healer","50","Lost Soul","0","0","273","7","11","38","52","12","0","0","0","12","0","0","12","0","6","0","0","0","0","0","0","0","0","0"
"160393","Threnarem Slatehold","lost","hard","melee_defense","50","Lost Soul","0","0","359","9","0","38","0","8","13","0","11","12","10","0","12","0","9","0","14","0","0","0","0","0","0","0"
"160414","Wulf Galeforge","lost","hard","melee_defense","50","Lost Soul","0","0","430","9","0","72","0","13","14","13","9","0","0","0","13","0","0","0","9","0","0","6","6","0","0","0"
"160416","Declan Silverwhisper","lost","soft","mixed","50","Lost Soul","0","0","511","10","12","71","70","0","0","11","14","12","13","0","12","0","0","14","0","0","0","7","0","0","0","0"
"160419","Isilel Swiftsinger","lost","soft","caster","50","Lost Soul","2335","0","413","9","0","88","61","0","13","0","9","0","13","7","0","12","0","0","12","0","3","0","0","0","0","0"
"160421","Maren Valedrift","lost","soft","healer","50","Lost Soul","0","0","325","7","0","0","67","0","9","0","11","12","0","13","11","0","0","15","0","0","0","0","0","0","0","0"
"160422","Orla Swiftmantle","lost","soft","caster","50","Lost Soul","0","0","483","10","13","0","80","15","14","0","14","0","0","12","6","12","0","14","0","0","0","0","6","0","0","0"
"160423","Cormac Blackfall the Fortified","lost","hard","melee_defense","50","Lost Soul","0","0","457","11","13","47","0","9","12","15","12","8","0","0","0","5","7","0","13","0","0","9","0","0","0","0"
"160432","Selara Mornmantle","lost","soft","caster","50","Lost Soul","2347","0","391","8","0","0","75","0","11","0","12","13","13","0","0","15","14","0","11","0","0","0","0","0","0","0"
"160433","Breneldyn Blackhide","lost","hard","melee_offense","50","Lost Soul","0","3896","419","9","0","0","87","10","12","12","14","0","0","0","0","10","0","10","16","4","0","0","0","0","0","0"
"160434","Fenara Stillsinger","lost","soft","caster","50","Lost Soul","0","0","492","10","11","92","62","14","13","0","9","0","0","15","0","0","7","8","0","0","0","0","7","0","0","0"
"160443","Naliiraorn Mistwhisper","lost","soft","healer","50","Lost Soul","0","0","588","13","0","0","76","0","14","0","8","6","14","15","13","6","10","0","15","0","7","0","0","0","6","6"
"160445","Davan Swiftwhisper","lost","soft","caster","50","Lost Soul","0","0","492","12","0","0","63","8","8","0","9","14","13","8","14","13","13","0","7","0","0","0","6","0","0","0"
"160454","Draxok Dreadridge","lost","hard","melee_offense","50","Lost Soul","0","0","450","10","9","65","0","12","7","11","15","0","0","0","0","0","11","0","11","7","0","0","7","0","0","0"
"160456","Rowan Stormblade","lost","hard","melee_defense","50","Lost Soul","0","0","458","10","9","49","0","11","13","16","15","15","0","0","9","0","0","11","14","0","0","0","0","0","0","0"
"160467","Breli Lightsong","lost","soft","healer","50","Lost Soul","2344","0","389","8","0","0","88","0","0","0","16","13","10","9","7","0","0","16","0","0","0","0","0","0","0","5"
"160470","Lain Stillhaven","lost","soft","healer","50","Lost Soul","0","0","438","11","11","0","51","11","8","0","0","10","12","7","11","12","15","0","0","6","0","0","0","0","0","0"
"160471","Drax Galepeak","lost","hard","melee_defense","50","Lost Soul","0","0","452","10","11","76","0","12","11","11","0","15","12","0","0","14","10","0","9","0","0","0","0","0","0","0"
"160472","Thren Slatemantle","lost","hard","melee_offense","50","Lost Soul","0","0","284","7","0","86","0","7","8","0","5","13","0","0","0","0","12","10","0","0","0","0","0","0","0","0"
"160475","Theliani Starbloom","lost","soft","healer","50","Lost Soul","0","0","576","11","12","89","61","12","14","0","0","14","0","13","0","10","12","0","0","7","7","0","0","0","0","0"
"160478","Treld Frostblade","lost","hard","melee_offense","50","Lost Soul","0","0","416","9","11","66","0","13","0","13","10","0","14","0","0","0","0","8","15","0","0","0","0","0","6","0"
"160481","Vrax Dreadhand","lost","hard","melee_defense","50","Lost Soul","0","0","373","8","7","53","90","0","11","0","12","0","0","0","11","0","12","0","0","0","6","0","0","0","0","0"
"160484","Vaelavenel Everweave","lost","soft","caster","50","Lost Soul","0","0","607","13","0","66","68","14","11","0","6","11","12","0","12","0","15","16","8","0","5","0","0","8","0","0"
"160488","Tavish Flintvale","lost","hard","melee_offense","50","Lost Soul","0","3892","403","9","7","68","0","11","14","10","14","0","0","0","13","0","0","13","0","5","0","0","0","0","0","0"
"160490","Brenna Ashward","lost","soft","healer","50","Lost Soul","0","0","418","11","0","0","43","5","13","0","0","9","15","12","11","11","13","10","0","0","0","0","0","0","3","0"
"160491","Thren Stormborn","lost","hard","melee_defense","50","Lost Soul","0","0","523","11","0","83","0","14","10","12","0","12","13","0","12","13","10","0","9","0","0","8","0","0","0","0"
"160493","Tharordold Cragbreaker","lost","hard","melee_defense","50","Lost Soul","0","0","577","13","12","68","0","11","8","13","12","0","9","0","11","13","0","15","16","0","5","0","7","0","0","0"
"160495","Treldel Scarcrest","lost","hard","melee_offense","50","Lost Soul","0","3892","285","6","0","64","0","0","0","0","11","12","15","0","0","13","0","10","0","0","0","0","0","0","0","0"
"160504","Veran Everdrift","lost","soft","healer","50","Lost Soul","2341","0","384","9","0","60","47","0","13","0","12","12","0","12","0","0","7","12","8","0","0","0","0","0","0","0"
"160505","Orinion Silverhollow","lost","soft","caster","50","Lost Soul","0","0","302","7","0","66","51","0","7","0","0","10","12","0","0","14","9","0","0","0","0","0","0","0","0","0"
"160510","Pelian Dirkwall","lost","hard","melee_defense","50","Lost Soul","0","3896","349","8","10","89","0","10","0","9","12","0","0","0","0","10","0","0","12","0","0","5","0","0","0","0"
"160513","Caelan Veilhollow","lost","soft","caster","50","Lost Soul","2335","0","291","7","13","0","60","0","10","0","0","0","0","13","0","0","6","14","0","0","0","0","0","0","0","5"
"160516","Vraxent Stonebrow","lost","hard","melee_offense","50","Lost Soul","0","0","529","13","11","46","0","12","11","14","10","0","6","0","8","0","13","16","13","0","6","0","5","0","0","0"
"160533","Jareth Galefist","lost","hard","melee_offense","50","Lost Soul","0","0","481","11","0","79","0","0","12","12","11","15","11","0","10","14","8","10","0","0","0","0","4","0","0","0"
"160539","Galdyn Dirkhide","lost","hard","melee_defense","50","Lost Soul","0","0","573","13","10","54","0","15","12","12","13","14","0","0","8","10","0","8","9","8","0","0","0","7","0","0"
"160543","Leoric Ironvale","lost","hard","melee_defense","50","Lost Soul","0","0","372","8","12","74","0","14","13","12","13","0","0","0","0","0","7","11","0","0","0","0","0","0","0","0"
"160549","Grenordorm Galecrest","lost","hard","melee_defense","50","Lost Soul","0","0","465","12","8","38","0","15","9","6","10","12","0","0","12","11","0","0","10","0","5","0","0","7","0","0"
"160561","Helm Ashmantle","lost","hard","melee_defense","50","Lost Soul","0","3896","440","10","0","76","0","12","12","15","8","11","0","0","0","9","10","11","14","0","0","0","0","0","0","0"
"160562","Brenakeld Grimward the Wrathful","lost","hard","melee_offense","50","Lost Soul","0","0","455","11","0","52","0","8","10","0","12","12","10","0","0","0","12","11","10","0","0","0","0","6","6","0"
"160567","Draxus Coldfist","lost","hard","melee_defense","50","Lost Soul","0","0","276","7","0","58","0","0","11","6","11","10","0","0","0","12","0","10","0","0","0","0","0","0","0","0"
"160568","Hordyn Duskhide","lost","hard","melee_defense","50","Lost Soul","0","0","469","11","12","94","0","14","10","12","12","0","9","0","11","7","11","8","0","0","0","0","0","0","0","0"
"160574","Velenrin Dusktouch","lost","soft","healer","50","Lost Soul","0","0","501","11","8","74","75","12","12","0","7","12","0","9","0","16","13","11","0","0","0","0","0","0","0","0"
"160579","Soldurgon Stonesworn","lost","hard","mixed","50","Lost Soul","0","0","594","13","12","0","58","13","16","14","0","12","11","0","14","8","9","13","0","0","0","7","0","6","0","0"
"160584","Gorn Gravepeak","lost","hard","melee_defense","50","Lost Soul","0","0","479","11","0","58","79","14","12","7","8","9","0","0","7","0","11","0","8","0","0","8","0","0","0","0"
"160586","Valeria Dawnhollow","lost","soft","caster","50","Lost Soul","0","0","500","11","13","74","70","0","10","0","0","10","7","12","11","13","11","0","0","0","0","0","0","0","0","7"
"160589","Elaneniara Duskdrift","lost","soft","caster","50","Lost Soul","0","0","336","8","0","0","79","7","10","0","0","13","0","14","0","8","11","0","0","3","0","0","0","0","0","0"
"160592","Noriion Dawndrift","lost","soft","caster","50","Lost Soul","0","0","419","9","12","40","84","0","11","0","12","0","11","12","0","15","0","0","10","0","0","0","0","0","0","0"
"160593","Treld Helmhold the Enduring","lost","hard","melee_defense","50","Lost Soul","0","3883","455","10","13","80","0","0","15","14","8","13","0","0","0","9","13","10","0","0","0","0","0","5","0","0"
"160594","Veran Lighthaven","lost","soft","healer","50","Lost Soul","2347","0","258","6","0","34","55","0","15","0","0","10","0","0","0","11","12","0","0","0","0","0","0","0","0","0"
"160610","Ulvyn Bonevein","restless","hard","melee_defense","50","Restless Soul","0","3892","406","12","16","43","0","8","8","8","5","12","7","0","8","0","7","12","14","0","0","0","0","0","0","0"
"160614","Drakom Cragvale","restless","hard","melee_defense","50","Restless Soul","0","0","468","13","15","58","0","0","11","11","5","6","10","0","6","10","8","11","0","0","6","0","0","0","5","0"
"160618","Neryn Calmkeeper the Pious","restless","soft","healer","50","Restless Soul","2350","0","401","11","0","58","46","0","10","0","10","8","7","8","0","0","10","10","11","0","4","0","0","0","0","0"
"160620","Wina Moonborn","restless","soft","mixed","50","Restless Soul","0","0","457","15","7","0","0","10","8","8","10","7","7","11","10","8","9","8","13","3","0","0","0","3","0","0"
"160627","Gaelren Calmflame the Serene","restless","soft","healer","50","Restless Soul","0","0","534","14","0","74","47","9","10","0","13","11","11","4","9","9","11","10","0","0","3","0","5","0","0","0"
"160629","Ivar Bloodward","restless","hard","melee_offense","50","Restless Soul","0","0","345","10","12","72","0","8","9","5","11","0","6","0","10","9","8","0","0","0","0","0","0","0","0","0"
"160631","Starborn the Pious","restless","soft","healer","50","Restless Soul","2350","0","405","11","0","0","64","14","7","0","11","12","10","5","11","0","4","8","12","0","0","0","0","0","0","0"
"160635","Torv","restless","hard","melee_offense","50","Restless Soul","0","0","352","10","9","75","0","9","11","7","9","0","0","0","0","9","7","0","6","0","5","0","0","0","0","0"
"160638","Finnian Cragbreaker","restless","hard","melee_offense","50","Restless Soul","0","0","474","12","14","71","0","9","14","10","9","7","12","0","13","9","0","7","10","0","0","0","0","0","0","0"
"160642","Hrath Darkward","restless","hard","melee_defense","50","Restless Soul","0","0","446","14","0","56","0","5","10","8","5","12","9","0","10","9","6","11","10","4","0","3","0","0","0","0"
"160646","Zaelavenel Stillmantle","restless","soft","caster","50","Restless Soul","0","0","354","9","0","47","57","11","8","0","0","0","10","11","12","9","0","9","0","0","0","0","0","0","0","0"
"160653","Kaldus Helmmark the Savage","restless","hard","melee_offense","50","Restless Soul","0","3883","401","11","11","52","0","6","10","8","6","9","0","0","9","0","9","0","14","8","0","0","0","0","0","0"
"160655","Elanenimir Brightkeeper","restless","soft","caster","50","Restless Soul","0","0","397","10","0","0","71","0","9","0","8","11","9","10","9","0","13","14","10","0","0","0","0","0","0","0"
"160657","Skeldel Grimspite","restless","hard","melee_offense","50","Restless Soul","0","0","360","11","0","52","0","6","11","7","10","9","0","0","11","10","7","4","0","5","0","0","0","0","0","0"
"160661","Faolan Scarmantle","restless","hard","melee_defense","50","Restless Soul","0","3889","509","12","10","73","0","13","11","12","13","0","8","0","11","0","13","10","12","5","0","0","0","0","0","0"
"160667","Vraxom Stonevein","restless","hard","melee_defense","50","Restless Soul","0","3896","455","14","11","0","0","4","10","11","9","8","12","0","6","0","10","6","12","0","3","0","2","0","8","0"
"160678","Veran Dirkspite","restless","hard","melee_defense","50","Restless Soul","0","0","461","12","0","52","0","8","14","13","12","10","11","0","9","10","0","9","7","0","0","0","4","0","0","0"
"160681","Vorn Stormmark","restless","hard","melee_offense","50","Restless Soul","0","0","559","14","0","72","48","10","10","12","7","10","11","0","12","10","5","10","0","4","0","0","7","0","0","0"
"160684","Yael Veilmark","restless","soft","healer","50","Restless Soul","0","0","403","12","0","36","46","9","7","0","6","10","11","11","8","8","6","13","0","0","0","0","0","0","0","0"
"160687","Vrax Swordborn","restless","hard","melee_defense","50","Restless Soul","0","0","428","12","11","58","0","6","8","12","9","13","0","0","10","0","12","0","5","0","0","0","4","4","0","0"
"160691","Urien Axeedge","restless","hard","melee_offense","50","Restless Soul","0","0","426","12","13","61","0","9","8","5","14","0","12","0","11","4","0","12","7","0","0","4","0","0","0","0"
"160692","Roth Swordsworn","restless","hard","melee_defense","50","Restless Soul","0","0","356","10","11","66","0","9","8","9","9","0","6","0","10","8","0","0","13","0","0","0","0","0","0","0"
"160694","Cormac the Scarred","restless","hard","melee_offense","50","Restless Soul","0","0","495","12","16","59","0","13","9","11","5","12","11","0","11","13","0","13","11","0","0","0","0","0","0","0"
"160695","Orinari Misthollow","restless","soft","caster","50","Restless Soul","2347","0","282","8","0","0","53","7","0","0","7","0","14","6","11","14","0","0","6","0","0","0","0","0","0","0"
"160714","Strax Grimmantle","found","hard","melee_defense","50","Found Soul","0","0","480","14","0","45","0","9","8","8","9","10","6","0","12","10","7","11","9","0","0","5","6","0","0","0"
"160716","Isolde the Merciful","found","soft","healer","50","Found Soul","0","0","547","17","7","73","57","6","8","0","9","12","5","9","6","6","5","11","12","0","0","0","2","4","4","0"
"160718","Tavish Eversinger the Sage","found","soft","caster","50","Found Soul","2341","0","555","15","6","72","64","8","7","0","11","6","12","7","9","9","10","9","10","0","0","0","0","0","7","0"
"160723","Roth Cragfall the Ironborn","found","hard","melee_defense","50","Found Soul","0","0","482","15","10","45","57","5","6","6","7","7","7","0","8","11","11","9","11","0","0","6","0","0","0","0"
"160727","Norianuna Sagetouch","found","soft","caster","50","Found Soul","2368","0","448","14","0","54","44","7","10","0","7","12","8","9","9","4","6","11","8","0","0","0","3","0","0","0"
"160740","Drakon Darkpeak","found","hard","melee_defense","50","Found Soul","0","3883","403","12","10","50","0","11","12","7","8","8","10","0","9","10","0","10","4","0","0","0","0","0","0","0"
"160744","Helkem Bloodpeak","found","hard","mixed","50","Found Soul","0","0","444","13","8","53","0","9","6","10","10","9","11","9","7","12","10","8","0","0","0","0","0","0","0","0"
